domain,alive,homepage_kb,internal_links,indexed_pages_est,visitors_est_monthly
chalabi.az,True,24.8,5,60,1034
chamanzaminli.az,True,3.47,5,9,129
chamber.az,True,41.08,56,133,3057
chameleon.az,False,0.0,0,1,1
champion.az,True,51.4,98,186,5728
championlubes.az,False,144.55,138,563,1450
chanaqqala.az,True,40.73,20,112,2604
chance.az,True,0.94,0,3,29
changan.az,True,133.59,70,448,18354
changanauto.az,False,0.0,0,1,1
change.az,True,9.76,0,22,219
changemanagement.az,True,15.99,0,36,455
changepr.az,True,42.53,24,120,2587
changers.az,True,838.59,27,2388,343313
channel.az,True,40.75,173,169,5262
chaos.az,True,97.25,2,222,5691
chapargroup.az,True,131.07,16,350,12375
chaparkhana.az,True,42.25,4,101,2060
chapet.az,True,19.67,6,49,775
charge.az,True,367.83,55,1177,101279
chargepoint.az,False,0.0,0,1,1
chariq.az,True,2.0,0,5,49
charlesandkeith.az,True,0.09,0,1,9
charlescross-london.az,True,0.61,0,2,19
charleskeith.az,True,0.09,0,1,10
charmco.az,True,0.02,0,1,9
charmwomen.az,True,248.92,137,967,66157
charon.az,True,205.47,0,445,13249
chashioglu.az,True,151.55,30,439,19808
chashni.az,False,0.0,0,1,1
chasse.az,True,23.71,4,57,987
chat.az,False,0.0,0,1,1
chat2desk.az,True,30.9,3,73,1223
chatbot.az,True,0.54,0,2,19
chatbox.az,True,7.44,1,18,240
chatdesk.az,True,116.75,1,261,5922
chatgpt.az,True,0.85,0,3,31
chatlash.az,True,0.46,0,2,18
chatpulse.az,False,0.0,0,1,1
chay.az,False,0.0,0,1,1
chcgreen.az,True,9.37,3,23,335
cheburashka.az,True,50.42,3,118,2181
check-up.az,True,1.07,1,3,32
checkin.az,False,0.0,0,1,1
checkit.az,True,435.07,125,1653,182320
checklab.az,True,14.16,0,32,360
checkpoint.az,True,105.46,0,229,4849
checkup.az,True,52.28,16,140,3564
ched.az,True,125.54,58,406,17105
cheechak.az,True,248.49,41,756,44216
chefs.az,True,48.93,27,140,3153
chelab.az,True,1.61,0,4,36
chelebi.az,True,10.49,0,24,259
chemical.az,True,0.82,0,3,27
chemico.az,True,197.86,100,715,41222
chemix.az,True,84.52,29,244,7882
chemlabacademy.az,True,91.89,79,316,11933
chemodan.az,True,111.16,17,299,9846
chempark.az,True,52.2,13,137,2977
chemtrade.az,True,50.42,18,137,3023
cherezci.az,True,132.85,3,309,8449
cherie.az,True,60.19,17,162,3688
chernin.az,True,112.26,0,243,4742
cherry.az,False,0.0,0,1,1
cherryontop.az,False,0.0,0,1,1
chery.az,True,11.42,0,26,261
cheshni.az,True,79.69,72,269,8755
chess.az,True,106.45,35,316,12268
chess-results.az,True,9.42,1,22,250
chess-shop.az,True,18.45,5,45,796
chessstars.az,True,4.79,11,13,214
chevik.az,True,0.75,0,3,27
chevra.az,True,87.94,2,201,4657
chevre.az,True,87.94,15,233,6754
chevrolet-auto.az,True,318.83,131,1225,105717
chevron.az,True,484.06,392,2505,350372
cheweek.az,True,167.3,10,424,16045
chic-chic.az,True,0.79,0,3,30
chickenpro.az,True,0.39,0,2,19
childhelpline.az,True,47.68,52,152,3802
childrensplace.az,False,1309.65,71,4398,57493
chiller.az,True,59.35,1,133,2448
chilloutbaku.az,True,5.33,0,13,130
china.az,True,273.4,122,1033,78436
china-cars.az,True,71.47,1,160,3053
chinacar.az,True,25.7,27,74,1466
chinaparts.az,True,5.86,0,14,134
chinar.az,False,0.11,0,1,1
chinar-dining.az,True,19.48,21,55,1134
chinar-group.az,True,72.53,2,166,3162
chinar1.az,True,134.07,51,424,16049
chinargroup.az,True,1304.88,34,3846,903032
chinarhotel.az,True,15.54,0,35,405
chinarlipark.az,True,43.29,0,95,1226
chinarpark.az,True,179.07,16,477,22879
chinarretail.az,True,112.27,0,244,5573
chinarsoyuducu.az,True,11.75,0,26,302
chinastore.az,False,0.0,0,1,1
chinaway.az,True,37.64,7,93,1993
chinay.az,True,65.79,25,186,4670
chindostu.az,True,39.24,44,122,3180
chingiz.az,True,98.67,54,315,10930
chingizoglu.az,True,12.13,0,27,283
chintelectric.az,True,1.92,1,5,52
chintelektrik.az,True,58.38,64,193,5180
chiochiosan.az,False,0.0,0,1,1
chip.az,True,1.64,0,5,48
chiptuning.az,False,0.0,0,1,1
chiragpharma.az,False,0.0,0,1,1
chiragplaza.az,True,113.65,106,416,16239
chiropractic.az,True,252.44,40,765,49659
chison.az,True,102.62,47,320,12511
chitay.az,True,2662.96,315,12901,8150103
chitirchicken.az,True,1009.52,36,3003,613825
chnt.az,False,0.0,0,1,1
chocolab.az,True,545.5,112,2020,251686
chocomel.az,True,0.09,0,1,9
choo.az,False,241.57,107,886,3180
chorekchi.az,True,62.01,59,202,5626
chovghun.az,True,0.44,0,2,19
chr.az,True,239.27,57,771,46031
christofle.az,True,1049.61,97,3763,751375
chromalox.az,True,0.02,0,1,9
cht.az,True,10.39,0,23,233
chub.az,False,0.0,0,1,1
cia.az,True,213.53,395,1108,82281
ciao.az,True,15.99,0,36,430
cib.az,True,22.96,6,57,899
cibcapital.az,True,1.05,0,3,31
cibkart.az,True,22.96,6,57,887
cibpay.az,True,22.96,10,59,1021
cibsigorta.az,True,48.7,0,106,1559
cibus.az,True,331.75,91,1174,97778
cic-int.az,True,34.98,1,79,1123
cicciobello.az,False,0.0,0,1,1
ciccitoys.az,False,0.0,0,1,1
cicek.az,True,9.6,0,22,224
cicekbulaq.az,True,76.85,2,176,3540
cicekli.az,False,154.95,10,393,756
cici.az,False,0.0,0,1,1
cicibebe.az,True,381.93,4,901,62034
cicim.az,True,5.13,2,13,157
cicimama.az,True,214.12,156,858,48812
ciddi.az,True,6.99,0,16,185
cie.az,False,0.0,0,1,1
cies.az,True,16.01,0,36,434
cig-containers.az,True,64.62,13,169,4447
cigar.az,False,0.0,0,1,1
cigarillos.az,False,0.0,0,1,1
cigars.az,True,285.05,37,852,51201
cih.az,True,73.88,68,247,8531
cihaz.az,True,0.83,0,3,32
ciic.az,True,31.15,7,77,1558
cij.az,True,29.16,18,80,1670
cijournal.az,True,3.33,0,8,74
ciko.az,True,4.43,0,11,123
cil.az,True,0.09,0,1,10
cilamax.az,False,0.0,0,1,1
cilek.az,True,0.21,0,1,9
cilinger.az,True,23.29,17,63,1222
cimex.az,True,129.4,11,332,11232
cimri.az,True,3.71,0,9,97
cin.az,True,107.26,309,518,24570
cinar.az,True,134.07,0,291,6615
cinarli.az,True,0.19,0,1,10
cinarsinaq.az,True,50.28,3,118,2414
cinartrans.az,True,112.27,0,243,5504
cinayetveqanun.az,True,122.22,151,487,19726
cinco.az,True,1.11,0,3,30
cindili.az,True,20.83,0,46,534
cinecon.az,True,58.76,75,200,6513
cinemadistribution.az,True,0.16,0,1,10
cinemahotelbaku.az,True,10.16,11,27,467
cinemaplus.az,True,181.13,156,726,43150
cinemastercard.az,True,181.13,154,724,41527
cinemax.az,True,1.56,0,4,39
cinemica.az,True,24.18,20,67,1330
cinepro.az,True,0.61,0,2,19
cinex.az,True,5.87,0,14,135
cinici.az,True,8.66,0,20,229
cinim.az,True,31.2,27,90,1925
cinsiyyet.az,True,84.65,29,244,6923
cio.az,False,0.0,0,1,1
cip.az,True,330.21,56,1060,85852
cipralex.az,True,120.98,170,496,23862
circle.az,False,0.0,0,1,1
circletrip.az,True,1.09,0,3,29
circus.az,True,32.34,14,86,1834
cirrus.az,False,0.0,0,1,1
cisco.az,True,104.37,29,301,9641
cisgames2025.az,True,402.84,25,1135,101958
cisgroup.az,True,430.6,0,931,47954
ciso.az,True,1.04,0,3,30
cit.az,True,34.13,98,124,3279
citco.az,True,27.21,21,76,1507
citomed.az,True,90.09,25,255,7801
citrinalogistics.az,False,0.0,0,1,1
citroen.az,True,58.75,6,143,3458
citrustech.az,True,16.71,1,38,493
citservices.az,True,0.0,0,1,10
city.az,True,223.24,98,803,54023
city-service.az,True,2.54,1,7,81
city-travel.az,False,0.0,0,1,1
city4people.az,True,52.98,90,188,5190
cityapartment.az,True,26.05,0,57,721
citycar.az,True,81.64,2,187,4252
citycard.az,True,0.46,0,2,19
citycars.az,False,203.78,29,587,1600
citycenter.az,False,0.0,0,1,1
cityfinance.az,True,843.84,71,2834,463306
cityfoodagro.az,True,7.91,0,18,206
cityfoodservice.az,True,73.77,12,191,5299
cityglobal.az,True,20.25,32,60,1163
citygroup.az,True,13.96,9,36,582
cityhospital.az,True,37.64,7,93,1646
cityleasing.az,True,2.02,1,6,69
cityled.az,True,256.46,7,630,34642
citylife.az,True,56.68,143,223,7458
cityline.az,False,0.0,0,1,1
citymap.az,True,2.0,1,5,61
citymedia.az,True,98.62,24,277,9713
citynet.az,False,0.0,0,1,1
citynettv.az,False,0.0,0,1,1
citynews.az,True,150.0,394,778,39700
citypark.az,True,18.54,4,45,701
cityparkhotelbaku.az,False,0.0,0,1,1
cityparkinnbaku.az,True,29.27,6,72,1331
citypointbaku.az,True,4.5,0,11,121
cityportal.az,False,0.0,0,1,1
citypost.az,True,78.77,155,316,10909
cityquest.az,True,0.41,0,2,21
cityservice.az,True,34.76,54,112,2634
citysoul.az,True,0.76,0,3,32
citysupply.az,True,1.67,0,5,47
citytelecom.az,True,14.93,12,39,678
citytravel.az,False,0.0,0,1,1
citytruck.az,True,0.61,0,2,20
civi.az,False,0.0,0,1,1
civil.az,True,80.34,5,193,4596
claas.az,True,667.94,20,1827,211020
clacademy.az,False,0.0,0,1,1
clair-organics.az,False,0.0,0,1,1
clarivate.az,False,33.06,0,72,46
clarks.az,True,879.42,441,4718,976037
classconsulting.az,True,0.14,0,1,10
classi.az,False,0.0,0,1,1
clb.az,True,110.78,88,390,16559
clc.az,True,164.96,43,506,24715
clcs.az,True,685.86,7,1683,170555
clean.az,True,11.2,25,33,626
clean-house.az,True,126.53,69,423,16743
cleancar.az,True,0.0,0,1,9
cleanergroup.az,True,5.75,1,14,184
cleanexpert.az,True,36.65,0,80,1102
cleanfix.az,True,53.66,23,150,3463
cleanify.az,True,21.37,22,60,1296
cleanika.az,True,27.72,2,64,984
cleaningexpress.az,True,82.97,12,215,6506
cleanlife.az,True,142.75,22,396,15699
cleanline.az,True,0.77,0,3,27
cleanpack.az,True,124.17,301,595,27217
cleantech.az,False,0.0,0,1,1
cleanup.az,True,42.64,3,100,1735
clearparis.az,False,1010.53,32,2951,28967
cled.az,True,0.16,0,1,9
clemco.az,True,36.89,51,117,2921
cleverest.az,True,113.08,40,343,12569
clevo.az,False,0.0,0,1,1
clf.az,True,5.92,0,14,146
clickmarketing.az,True,166.02,70,557,25042
clife.az,True,0.82,0,3,32
cliff.az,True,0.9,0,3,28
clima.az,True,60.18,53,192,5640
climacity.az,True,57.96,3,135,2881
climahome.az,True,121.08,6,294,9233
climaservice.az,True,35.35,21,98,2005
climat.az,True,3.55,0,9,99
climatereport.az,True,1.5,0,4,37
climatservice.az,True,1.34,1,4,44
climb.az,False,5.43,0,13,5
clinicmedical.az,True,138.04,15,365,14427
clinitech.az,False,0.0,0,1,1
clipart.az,True,18.4,31,54,1069
clips.az,False,0.0,0,1,1
cliptv.az,True,665.31,19,1808,224359
cljournal.az,True,25.93,61,86,1824
clmg.az,True,167.62,36,499,21630
clocktowerhotel.az,True,31.41,30,92,1982
clooe.az,True,290.36,55,929,62144
clopos.az,True,39.13,6,96,1799
cloud.az,True,8.17,0,19,204
cloudaruba.az,False,96.84,149,384,763
cloudchampion.az,True,139.04,88,489,23681
cloudfuture.az,True,2.08,1,6,64
cloudgaming.az,True,46.01,12,120,2801
cloudnet.az,False,0.0,0,1,1
cloverdalepaint.az,True,17.61,12,46,751
club4x4.az,True,25.65,67,86,2113
cma.az,True,89.66,32,263,8474
cmap.az,False,0.0,0,1,1
cmbparts.az,True,11.35,0,26,274
cmd.az,False,0.0,0,1,1
cmfood.az,False,0.0,0,1,1
cmggroup.az,True,2.97,0,7,78
cmgroup.az,False,0.0,0,1,1
cmmotors.az,True,0.74,0,3,30
cms.az,True,97.71,7,241,7360
cmsgroup.az,False,0.0,0,1,1
cmsmedia.az,False,0.0,0,1,1
cmsummit.az,True,16.01,0,36,395
cmtech.az,True,53.82,0,117,1748
cmyk.az,True,197.9,4,468,19143
cna.az,True,35.69,10,91,1986
cncmachinery.az,True,11.42,0,26,302
cnco.az,False,0.0,0,1,1
cng.az,True,54.7,0,119,1712
cngroup.az,False,0.0,0,1,1
cngsengineering.az,True,1.54,0,4,42
cnim.az,True,52.99,82,184,5433
cnmotors.az,True,113.84,15,302,9732
cnn.az,True,4839.41,171,19835,20644332
cns.az,True,74.45,11,191,4508
co.az,False,0.0,0,1,1
co2.az,True,2.19,0,6,64
coach.az,True,83.37,5,200,5226
coachboard.az,True,0.55,0,2,19
coaching.az,True,128.56,150,511,21843
coachunion.az,False,0.0,0,1,1
coatings.az,False,0.0,0,1,1
cobalt.az,True,26.02,19,72,1425
cobbler.az,True,2.2,1,6,71
coca-cola.az,True,114.3,21,315,9977
cocompany.az,True,523.72,9,1313,111584
codage.az,True,27.17,3,64,1119
code.az,True,195.24,16,520,23242
code994.az,True,137.85,150,548,25946
codea.az,True,0.94,0,3,29
codeandcare.az,False,0.0,0,1,1
codebit.az,True,105.22,19,287,10217
codefactory.az,True,259.28,0,561,20221
codefly.az,True,175.87,21,485,20522
codefusion.az,True,111.43,28,320,10962
codega.az,True,26.82,18,73,1497
codehub.az,True,15.99,0,36,408
codelab.az,True,118.1,152,471,19333
codelandia.az,True,78.45,1,176,3334
codemaster.az,True,112.83,24,317,11080
codemasters.az,False,0.0,0,1,1
codemedical.az,True,2.07,0,5,54
codemy.az,True,35.07,1,79,1259
codenet.az,False,0.0,0,1,1
codeon.az,True,142.38,95,509,25544
coder.az,False,0.0,0,1,1
codeshift.az,True,24.29,27,70,1566
codesociete.az,True,0.43,0,2,20
codesoft.az,False,0.0,0,1,1
codestack.az,True,32.79,1,74,1151
codesupreme.az,True,92.68,43,285,9422
codetech.az,True,33.86,6,83,1596
codetusi.az,True,35.06,0,77,1137
codev.az,True,0.49,0,2,18
codeveria.az,True,0.46,0,2,19
codewest.az,False,0.0,0,1,1
codex.az,False,0.0,0,1,1
codexpert.az,False,0.0,0,1,1
codezilla.az,True,195.24,53,621,31783
codezone.az,True,51.55,47,161,4139
codinarium.az,False,0.0,0,1,1
cody.az,False,0.0,0,1,1
coen.az,False,72.29,39,219,302
cofcaf.az,True,208.76,19,568,30456
coffee.az,True,126.27,160,510,20996
coffeebar.az,False,0.0,0,1,1
coffeeburda.az,False,0.0,0,1,1
coffeeco.az,True,67.44,38,203,6201
coffeedomingo.az,True,159.38,103,580,26289
coffeehubbaku.az,True,63.68,4,151,3466
coffeein.az,True,0.73,0,3,28
coffeemood.az,True,6.76,3,17,230
coffeenjoy.az,True,21.1,23,60,1253
coffeeport.az,True,62.46,23,175,4913
coffeeraffa.az,True,1.87,0,5,47
coffeerica.az,True,307.68,201,1316,105933
coffeeservice.az,True,110.03,8,274,7924
coffeestep.az,False,0.0,0,1,1
coffeestore.az,True,517.5,354,2596,374756
coffeetexnik.az,True,153.09,1,342,10579
coffeetime.az,True,9.42,0,21,209
coffeetto.az,False,0.0,0,1,1
cofferica.az,True,307.68,1,686,32379
cog.az,True,48.12,108,178,4956
cogito.az,True,242.28,339,1200,91976
cografiya.az,True,17.74,3,42,681
cografiya-hazirligi.az,True,10.2,21,29,541
coin.az,True,9.74,0,22,256
coins.az,True,12.48,1,29,348
coke.az,True,114.3,20,313,11800
colbor.az,True,335.72,170,1375,132342
colchester.az,True,0.96,0,3,30
coldisept.az,True,586.88,0,1269,92530
colgate.az,False,62.6,29,181,245
colibri.az,True,0.69,0,2,19
colibrifinance.az,True,108.44,13,283,9509
colink.az,True,0.79,0,3,29
colizeum.az,True,2.37,3,7,96
collab.az,True,67.38,116,252,7888
collabera.az,True,4.43,0,11,125
collabo.az,True,200.41,15,530,22672
collaborate4impact.az,False,0.0,0,1,1
collagenup.az,True,134.65,74,457,18410
collectionazgallery.az,False,0.0,0,1,1
collezioneitalia.az,True,46.95,62,155,4222
colliers.az,False,0.0,0,1,1
colorkart.az,True,0.45,0,2,19
colorland.az,True,60.8,39,184,5465
colorna.az,True,6.72,1,16,211
colorplus.az,True,7.97,2,19,225
colorprint.az,False,0.0,0,1,1
colorsco.az,True,0.19,0,1,10
colorstorm.az,True,21.8,28,63,1291
colorstormevents.az,True,4.59,0,11,120
columba.az,True,2.63,2,7,93
com.az,False,0.0,0,1,1
combats.az,True,7.64,12,21,346
combo.az,True,0.57,0,2,19
comcon.az,True,4.07,0,10,94
cometex.az,True,90.59,13,236,7405
comfort.az,True,15.17,14,41,715
comfortgroup.az,True,0.27,0,2,20
comforthome.az,False,0.0,0,1,1
comfortjaluz.az,True,256.42,161,1036,77585
comforttravel.az,False,0.0,0,1,1
comgroup.az,True,0.44,0,2,20
comicconbaku.az,True,48.93,4,116,2283
commend.az,False,6.47,0,15,7
communicationacademy.az,True,78.61,53,251,7668
comp.az,True,105.45,0,229,4348
comp911.az,True,332.1,272,1543,137455
compar.az,False,0.0,0,1,1
compas.az,False,0.0,0,1,1
compass.az,True,24.22,32,72,1629
compasspools.az,False,0.0,0,1,1
compasstravel.az,False,0.0,0,1,1
compbase.az,False,0.0,0,1,1
competition.az,True,16.02,1,37,520
competitors.az,True,77.21,15,205,5364
completest.az,True,35.81,1,81,1207
complexservices.az,False,0.0,0,1,1
compliance.az,True,447.4,11,1144,88733
complianceassociation.az,True,152.67,18,413,16110
compline.az,False,0.0,0,1,1
compmarket.az,False,0.0,0,1,1
compmaster.az,False,0.0,0,1,1
compnet.az,True,8.18,1,19,215
compprint.az,True,247.72,31,721,41661
comprador.az,True,43.74,36,131,3003
compressor.az,True,258.82,241,1163,92274
compro.az,True,20.19,8,51,809
compshop.az,False,0.0,0,1,1
compstore.az,True,573.48,930,3948,671082
comptec.az,True,185.19,56,595,28921
comptech.az,True,5.94,1,14,182
compusale.az,False,0.0,0,1,1
computers.az,False,0.0,0,1,1
con.az,True,4.77,7,13,202
conap.az,True,37.89,0,83,1075
concept.az,True,16.01,0,36,382
concepthouse.az,True,39.48,43,122,2895
conceptjunior.az,False,0.0,0,1,1
conceptpro.az,True,26.76,9,68,1268
concert.az,True,4.52,0,11,112
conco.az,False,0.0,0,1,1
concrete.az,True,33.41,18,91,1781
concretebureau.az,True,33.56,18,92,2111
concreteservice.az,False,0.0,0,1,1
concur.az,True,0.09,0,1,10
condair.az,True,70.39,129,270,9133
cones.az,True,2.19,0,6,66
conference.az,True,44.16,90,157,4204
conference-bhos.az,True,5.88,2,14,186
conferencerpi25.az,True,11.65,1,27,363
confiance.az,True,2.86,1,7,82
confidance.az,True,22.3,0,49,595
config.az,False,0.0,0,1,1
confirmation.az,True,2.48,0,6,55
conflict.az,True,46.55,118,175,5367
connect.az,True,80.87,99,292,10101
connected.az,False,0.0,0,1,1
connectronic.az,False,0.0,0,1,1
connex.az,True,42.18,20,116,2871
connval.az,True,134.3,4,318,9915
conocophillips.az,True,222.26,1,496,18870
conrad.az,True,53.24,42,163,4727
consedu.az,True,0.61,0,2,20
conseng.az,True,20.98,15,56,1028
conseptual.az,False,0.0,0,1,1
conservatory.az,False,0.0,0,1,1
constant.az,False,0.0,0,1,1
constra.az,False,0.0,0,1,1
constructor.az,False,0.0,0,1,1
constructpoint.az,False,0.0,0,1,1
consulhotel.az,True,56.02,3,131,2807
consultation.az,False,0.0,0,1,1
consultationservice.az,True,12.61,6,32,501
consultinggroup.az,True,31.68,24,90,1960
consumer-aib.az,True,58.52,0,127,1956
contact.az,False,0.0,0,1,1
contechservice.az,True,0.44,0,2,18
continent.az,True,133.25,19,363,14257
continental.az,True,176.31,165,717,39547
contitech.az,True,0.16,0,1,9
controlstore.az,False,0.0,0,1,1
controlunion.az,True,361.04,159,1454,132489
conttech.az,True,35.4,5,86,1683
conus.az,True,40.24,20,111,2420
convert.az,True,3.64,0,9,96
cookies.az,True,12.51,21,35,637
cookmood.az,True,19.5,0,43,468
cookychefs.az,False,0.0,0,1,1
cool-by-carrier.az,False,0.0,0,1,1
coolab.az,False,0.0,0,1,1
coolage.az,True,103.72,55,333,11345
coolbody.az,False,0.0,0,1,1
coolbycarrier.az,False,0.0,0,1,1
coolmix.az,True,31.54,32,93,2200
coolpex.az,True,83.41,20,229,6721
cooltech.az,True,1.3,0,4,36
cop29.az,True,173.73,55,556,28768
copag.az,True,11.76,1,27,315
copart.az,False,26.25,0,58,33
copartlounge.az,True,17.56,12,46,872
copartlounges.az,True,17.58,12,46,768
copat.az,True,3.9,1,10,117
copper.az,True,24.73,4,59,1040
copywriter.az,False,0.0,0,1,1
corab.az,True,197.62,1,441,15209
corabb.az,True,197.63,81,683,35330
corabchi.az,True,5.28,1,13,163
